"","gene","rank.x","rank.y","rank.x.1","rank.y.1","rank.x.2","rank.y.2","rank.x.3","rank.y.3","rank.x.4","rank.y.4","rank_avg"
"9661","MMP14",15560,8920,13193,16199,14169,17694,13890,5202,11558,9034,12541.9
"9662","MMP15",14298,4350,957,7898,5871,15360,5606,1159,NA,3784,6587
"9663","MMP16",7294,3337,833,4552,2602,6662,1905,3586,NA,2164,3659.44444444444
"9664","MMP17",3943,2965,12761,13411,10580,6527,4489,5267,491,1644,6207.8
"9665","MMP19",14783,16378,12992,17072,13590,17117,15288,18214,11977,14039,15145
"9666","MMP2",16061,16739,13086,17704,14289,17225,11972,2335,986,13513,12391
"9667","MMP20",NA,810,NA,257,1998,3912,NA,2321,NA,NA,1859.6
"9668","MMP21",565,2100,NA,2225,1999,4256,NA,3135,NA,NA,2380
"9669","MMP23B",6156,4214,10262,4201,5872,8519,13872,3568,10627,6392,7368.3
"9670","MMP24",3534,3133,266,7251,NA,10681,6491,5677,NA,616,4706.125
"9671","MMP24.AS1",9103,NA,9153,NA,6836,NA,9950,7004,5319,6177,7648.85714285714
"9672","MMP25",13222,3466,13386,8439,12757,17760,14115,9592,10313,7101,11015.1
"9673","MMP26",NA,1517,NA,1934,3635,968,NA,NA,NA,NA,2013.5
"9674","MMP27",NA,1344,NA,1333,1074,778,NA,422,NA,NA,990.2
"9675","MMP28",15533,16230,3052,16822,4226,16469,5236,1816,NA,9479,9873.66666666667
"9676","MMP3",2643,873,540,3301,5873,4574,774,1865,NA,NA,2555.375
"9677","MMP7",12170,10860,10110,15444,2334,17458,15805,11088,5354,13609,11423.2
"9678","MMP8",2897,9492,4226,5977,922,14837,773,629,NA,NA,4969.125
"9679","MMP9",15995,16709,12911,17260,14347,17847,13914,11476,11958,13190,14560.7
"9680","MMRN1",16376,16882,10330,17907,4603,17564,13531,5939,NA,11971,12789.2222222222
"9681","MMRN2",16293,16425,7963,17540,NA,17837,10565,6502,NA,13149,13284.25
"9682","MMS19",5963,12843,5628,9388,10531,14443,4882,13358,10571,10253,9786
"9683","MMS22L",6360,8687,4147,7421,5931,10717,4409,13060,6698,2701,7013.1
"9684","MN1",7851,5832,7013,6195,5791,15206,5876,14632,NA,NA,8549.5
"9685","MNAT1",11728,12113,7242,13442,5211,7239,7306,10756,4209,11797,9104.3
"9686","MND1",6076,7016,6572,15095,11189,4257,13168,13288,2861,10898,9042
"9687","MNDA",16651,16975,13345,17957,15521,17850,15972,18198,12243,13637,15834.9
"9688","MNS1",15097,6253,711,6115,12858,13181,7311,10897,395,5916,7873.4
"9689","MNT",10977,3635,9264,3413,7758,3068,12000,6689,9619,5438,7186.1
"9690","MNX1",1284,NA,NA,6180,1381,7020,1900,1237,NA,112,2730.57142857143
"9691","MOAP1",8685,7317,12032,12536,6125,13036,5548,5701,1386,4473,7683.9
"9692","MOB1A",14323,8390,1921,13116,11553,11743,11114,11234,9267,8937,10159.8
"9693","MOB1B",12540,14359,2826,6910,14472,16470,15106,13391,10348,12079,11850.1
"9694","MOB2",11630,13557,2516,13653,8038,10234,9147,8623,7501,5210,9010.9
"9695","MOB3A",6451,10762,10911,3275,7044,11867,5831,8494,5064,5527,7522.6
"9696","MOB3B",14560,14544,12827,16798,14441,16583,14789,15318,10893,9268,14002.1
"9697","MOB3C",10450,7961,5873,6678,11264,12121,8285,11767,924,5140,8046.3
"9698","MOB4",2198,8217,5606,4150,8119,7942,277,13745,78,1859,5219.1
"9699","MOBP",8635,3443,NA,1247,2000,6187,488,7708,NA,2785,4061.625
"9700","MOCOS",12648,6885,5447,8004,3162,12237,3809,2700,898,467,5625.7
"9701","MOCS1",4467,9918,5659,9551,NA,11623,2220,7253,NA,2223,6614.25
"9702","MOCS2",4868,14181,11442,9330,8892,8060,4674,8771,9244,9216,8867.8
"9703","MOCS3",13169,12669,5288,13042,9753,6030,9255,5901,3123,728,7895.8
"9704","MOG",918,5028,NA,14994,5965,13182,3756,5592,NA,NA,7062.14285714286
"9705","MOGAT1",3571,851,NA,2757,NA,5589,4363,2923,1773,NA,3118.14285714286
"9706","MOGAT2",NA,716,NA,386,923,3486,NA,1915,NA,238,1277.33333333333
"9707","MOGAT3",2387,1650,NA,4381,3843,10407,1749,18045,NA,10318,6597.5
"9708","MOGS",9659,5370,9301,13269,13081,7475,13769,9384,5963,8585,9585.6
"9709","MOK",2909,12723,6360,12880,12654,6622,8113,2373,824,12060,7751.8
"9710","MON1A",6779,8832,6009,5078,9034,7167,6394,12829,6307,4055,7248.4
"9711","MON1B",6213,13003,4753,14393,6626,817,7177,4126,3883,5994,6698.5
"9712","MON2",7443,9753,3222,6459,7688,7068,5943,10211,10790,6777,7535.4
"9713","MORC1",12935,871,NA,1106,1778,6663,6913,4910,NA,NA,5025.14285714286
"9714","MORC2",8930,10650,9265,13666,7108,17874,2919,7903,5372,5928,8961.5
"9715","MORC3",9113,5810,2965,10065,9550,8755,9928,7906,5325,4167,7358.4
"9716","MORC4",7291,8359,7812,16158,3423,6743,8011,17582,8362,5786,8952.7
"9717","MORF4L1",6667,11261,963,6556,3962,16971,5315,14014,3493,6906,7610.8
"9718","MORF4L2",11629,12763,7563,10689,13107,13914,14216,13860,7011,9302,11405.4
"9719","MORN1",12045,4825,5345,5398,6141,11721,7124,13988,3851,12499,8293.7
"9720","MORN2",13778,16048,2132,15798,5345,13688,10676,8764,6998,11720,10494.7
"9721","MORN3",11316,13891,10509,14203,10429,11986,13342,6803,9565,6150,10819.4
"9722","MORN4",6015,5212,11378,11078,4631,3069,4382,12842,4007,2488,6510.2
"9723","MORN5",10728,NA,NA,1802,71,1744,NA,125,NA,NA,2894
"9724","MOS",NA,NA,NA,2889,NA,1278,NA,1787,NA,NA,1984.66666666667
"9725","MOSPD1",7994,13832,6010,6281,5346,7240,9421,13957,4169,7205,8145.5
"9726","MOSPD2",13303,16211,7990,4739,11569,16376,14539,16772,11443,4385,11732.7
"9727","MOSPD3",9587,13761,3677,11623,6067,1807,6976,13516,3671,4612,7529.7
"9728","MOV10",9152,7127,4916,3894,6941,13293,8287,6106,7653,8543,7591.2
"9729","MOV10L1",4500,5200,NA,13160,1214,11266,1678,1754,NA,NA,5538.85714285714
"9730","MOXD1",10413,8495,13066,12488,13499,14876,12959,17898,4442,4941,11307.7
"9731","MPC1",11090,13605,5107,12192,NA,9339,12784,12812,8125,7805,10317.6666666667
"9732","MPC1L",NA,NA,NA,NA,NA,1632,1139,NA,NA,NA,1385.5
"9733","MPC2",3898,28,720,4527,NA,7646,9744,16530,3003,2160,5361.77777777778
"9734","MPDU1",2574,5890,4582,12548,8654,7069,7067,10021,2405,7478,6828.8
"9735","MPDZ",14905,13460,2439,14719,8504,15897,5088,3318,NA,11567,9988.55555555555
"9736","MPEG1",16271,16601,13315,17944,15569,17883,15952,18317,12163,13613,15762.8
"9737","MPG",5386,14563,5967,4171,8282,8692,11043,13359,5870,2945,8027.8
"9738","MPHOSPH10",5259,11097,5988,7134,7453,70,209,2581,7759,6878,5442.8
"9739","MPHOSPH6",9810,8974,1219,11901,7026,17914,6896,14654,7440,4008,8984.2
"9740","MPHOSPH8",5194,6149,4265,5904,2171,6716,9572,10424,5673,7882,6395
"9741","MPHOSPH9",9126,13128,3652,15118,8166,6492,8819,2471,5586,8450,8100.8
"9742","MPI",2104,12999,4583,14078,6452,12261,5722,7298,7060,8349,8090.6
"9743","MPL",NA,5530,NA,15190,248,1633,NA,5389,NA,NA,5598
"9744","MPLKIP",10145,8889,6695,1061,5511,6386,6580,10138,2517,3042,6096.4
"9745","MPND",16350,6207,6510,10178,7202,11114,10947,15492,7347,9668,10101.5
"9746","MPO",11031,16716,3199,9318,3844,12332,2155,5204,492,NA,7143.44444444444
"9747","MPP1",15675,16309,13087,16757,14615,17204,15473,12790,11197,13067,14617.4
"9748","MPP2",2087,302,2283,3201,8680,6426,2626,3546,NA,342,3277
"9749","MPP3",12028,5822,6796,14517,13591,13000,8456,11498,NA,6504,10245.7777777778
"9750","MPP4",NA,2072,NA,8361,1693,15009,2167,1967,NA,6404,5381.85714285714
"9751","MPP5",14039,8474,6280,13141,12840,11072,12978,13641,8210,11663,11233.8
"9752","MPP6",11935,11279,6769,12188,14410,14433,13510,7717,9501,8187,10992.9
"9753","MPP7",15007,15310,10331,16862,13615,15976,14471,16959,11250,13743,14352.4
"9754","MPPE1",4853,8754,4584,8173,10486,3285,9758,13526,1229,7933,7258.1
"9755","MPPED1",NA,2903,NA,1041,2603,1382,1063,1584,NA,NA,1762.66666666667
"9756","MPPED2",11487,6523,7813,12804,6068,9107,14181,4252,NA,4444,8519.88888888889
"9757","MPRIP",11244,6334,10167,9858,6762,4081,11226,9736,3971,8057,8143.6
"9758","MPST",11581,6140,4651,11315,NA,14244,11496,14633,8855,8306,10135.6666666667
"9759","MPV17",5941,6014,9831,11100,NA,10408,1976,12960,4600,6366,7688.44444444444
"9760","MPV17L",7123,8088,11600,6377,NA,11237,14000,7956,4152,5767,8477.77777777778
"9761","MPV17L2",10104,9706,3653,8598,NA,15898,10865,15125,8913,8792,10183.7777777778
"9762","MPZ",3486,2879,10370,11964,7156,10508,7620,5996,4542,NA,7169
"9763","MPZL1",14630,16019,12628,17195,14247,16043,14982,13911,11013,12282,14295
"9764","MPZL2",16220,16854,5448,17533,11602,16814,11714,9468,8449,13696,12779.8
"9765","MPZL3",10543,8685,7230,11201,5556,8003,11814,11706,7518,4164,8642
"9766","MR1",5737,3768,8803,9914,11634,8877,2176,5713,87,1273,5798.2
"9767","MRAP",691,4985,NA,3617,249,6528,NA,9568,NA,NA,4273
"9768","MRAP2",3817,4745,NA,9089,NA,6664,515,1777,NA,1322,3989.85714285714
"9769","MRAS",13663,11236,12447,10893,14081,16518,14691,9602,9574,9285,12199
"9770","MRC1",16047,16814,12735,17479,15222,18114,15834,18024,11843,12563,15467.5
"9771","MRC2",11032,8412,13073,7994,13712,14255,12040,10071,3481,9384,10345.4
"9772","MREG",11148,12021,7936,9981,12743,16498,14961,13974,8232,5373,11286.7
"9773","MRFAP1",6758,5882,899,6273,5408,3665,152,4882,1537,6479,4193.5
"9774","MRFAP1L1",1508,3435,7467,9110,4368,11115,3257,7756,2145,7405,5756.6
"9775","MRGBP",9258,3949,9128,10255,10144,10566,4074,11394,10343,1670,8078.1
"9776","MRGPRD",NA,176,NA,1258,NA,1503,NA,NA,NA,NA,979
"9777","MRGPRE",NA,201,NA,1268,NA,5126,NA,617,NA,NA,1803
"9778","MRGPRF",3383,907,2904,7393,2129,5711,2966,NA,NA,133,3190.75
"9779","MRGPRG",NA,1064,NA,2790,NA,239,NA,2612,NA,NA,1676.25
"9780","MRGPRX1",NA,NA,NA,5022,NA,1855,NA,NA,NA,NA,3438.5
"9781","MRGPRX2",NA,4669,NA,3748,NA,969,765,402,NA,NA,2110.6
"9782","MRGPRX3",NA,2638,NA,6818,1075,1745,NA,1252,NA,NA,2705.6
"9783","MRGPRX4",NA,NA,NA,5733,1215,405,NA,401,NA,NA,1938.5
"9784","MRI1",8297,7283,3110,13215,6069,7762,4313,7895,7218,11061,7622.3
"9785","MRM1",2682,5655,6645,10983,NA,4132,8760,14584,3820,1829,6565.55555555556
"9786","MRO",5250,5010,5660,8160,12647,15218,7072,1880,583,NA,6831.11111111111
"9787","MROH1",10702,15175,10923,15603,6544,11267,8957,10374,4194,9593,10333.2
"9788","MROH2A",6401,NA,NA,NA,810,2379,NA,2791,NA,NA,3095.25
"9789","MROH2B",NA,711,NA,1543,1216,1974,NA,16921,NA,NA,4473
"9790","MROH6",7803,3867,6646,4580,6453,12333,5361,4372,4191,12353,6795.9
"9791","MROH7",6388,3453,NA,4909,3264,9435,1591,3118,NA,2545,4337.875
"9792","MROH7.TTC4",NA,NA,NA,NA,NA,NA,NA,4666,NA,NA,4666
"9793","MROH8",6642,7173,4227,11179,6344,11017,2989,11635,229,3545,6498
"9794","MROH9",340,1372,NA,3907,2335,7507,NA,11945,NA,NA,4567.66666666667
"9795","MRPL1",3077,13196,4585,5804,NA,8415,6330,5769,1692,7679,6283
"9796","MRPL10",10001,15709,2787,11083,NA,10777,13687,13187,7575,8851,10406.3333333333
"9797","MRPL11",8523,9241,8200,12842,NA,9485,8016,8461,4604,6210,8398
"9798","MRPL12",4216,4913,8026,12462,NA,10135,11182,13624,9416,7731,9078.33333333333
"9799","MRPL13",1206,6479,3698,4860,NA,3311,5406,6621,4156,4170,4434.11111111111
"9800","MRPL14",8951,6590,4007,12016,NA,1103,11700,9949,3170,9101,7398.55555555556
"9801","MRPL15",15233,14075,9777,6981,NA,17865,9079,13658,8373,4354,11043.8888888889
"9802","MRPL16",5536,10228,408,3147,NA,8563,12093,15292,3757,4534,7062
"9803","MRPL17",11631,12871,8545,9581,NA,17946,9083,7645,4178,11355,10315
"9804","MRPL18",7767,5021,1777,9368,NA,9848,12861,14025,1681,4219,7396.33333333333
"9805","MRPL19",3671,9734,6037,9983,NA,11116,3024,5584,5770,9920,7204.33333333333
"9806","MRPL2",11892,10162,920,1863,NA,5824,9075,17537,9207,3564,7782.66666666667
"9807","MRPL20",7453,7850,81,3151,NA,5284,4901,3621,6340,3069,4638.88888888889
"9808","MRPL21",4967,11128,6021,3816,NA,4065,8482,11985,2821,5683,6552
"9809","MRPL22",4749,4013,2093,4533,NA,6974,5053,10066,4281,2375,4904.11111111111
"9810","MRPL23",9995,14162,5311,12834,NA,1856,10171,11439,6211,8872,8983.44444444445
"9811","MRPL24",9181,14264,4178,13252,NA,8073,10441,8592,7030,5694,8967.22222222222
"9812","MRPL27",7067,6401,4179,4609,NA,8268,2405,8134,6712,10037,6423.55555555556
"9813","MRPL28",1768,10760,363,5597,NA,2701,2075,10921,4869,6732,5087.33333333333
"9814","MRPL3",15035,16040,120,4267,NA,14896,11507,12127,5474,7908,9708.22222222222
"9815","MRPL30",5398,3076,10532,11727,NA,10778,1236,11144,680,3713,6476
"9816","MRPL32",8886,7585,338,15047,NA,4394,5792,6915,3161,5256,6374.88888888889
"9817","MRPL33",8676,13228,2682,2294,NA,2137,5734,3155,6419,4006,5370.11111111111
"9818","MRPL34",4193,2849,5530,3940,NA,5127,9951,5977,3875,4343,5087.22222222222
"9819","MRPL35",9480,5524,7446,14915,NA,10607,8293,5300,6196,8975,8526.22222222222
"9820","MRPL36",8876,8765,4804,9592,NA,7301,11332,9441,9417,6209,8415.22222222222
"9821","MRPL37",5835,8012,4060,5341,NA,17366,5622,7518,4681,4533,6996.44444444444
"9822","MRPL38",9956,3886,4670,1558,NA,13376,12902,4554,9056,3482,7048.88888888889
"9823","MRPL39",9421,15699,4148,13348,NA,12334,10522,13742,2829,6153,9799.55555555555
"9824","MRPL4",6947,6018,3526,8789,NA,11073,3473,15527,2706,1450,6612.11111111111
"9825","MRPL40",11926,13462,9368,12961,NA,6975,13494,12973,10397,6934,10943.3333333333
"9826","MRPL41",15597,11419,2364,9054,NA,1808,2787,15209,4202,5402,7538
"9827","MRPL42",15414,4192,9901,6322,NA,7590,5911,4161,1680,1368,6282.11111111111
"9828","MRPL43",5721,9049,856,8425,NA,7205,7690,5085,3404,4065,5722.22222222222
"9829","MRPL44",9653,6634,11287,10702,NA,7476,11581,15019,2546,3996,8766
"9830","MRPL45",7868,12711,2244,13896,NA,10353,8041,14415,8324,8699,9616.77777777778
"9831","MRPL46",10919,12982,1546,6779,NA,7241,13372,9282,4229,9496,8427.33333333333
"9832","MRPL47",935,3600,4638,6750,NA,7070,8152,13731,4951,2813,5848.88888888889
"9833","MRPL48",3981,10165,3678,5095,NA,8822,5166,8462,4288,9499,6572.88888888889
"9834","MRPL49",1492,9848,8165,7823,NA,11911,7607,9013,142,11750,7527.88888888889
"9835","MRPL50",4316,8803,4355,6035,NA,9273,3042,11619,3581,7156,6464.44444444444
"9836","MRPL51",7457,7654,3846,4870,NA,4082,9466,6836,7685,8785,6742.33333333333
"9837","MRPL52",9595,9829,6959,9726,NA,8564,10782,5503,8471,6733,8462.44444444445
"9838","MRPL53",14397,14567,2517,8417,NA,7168,11204,9519,7839,6773,9155.66666666667
"9839","MRPL54",4758,6578,2306,5582,NA,5188,7467,9369,2566,2984,5199.77777777778
"9840","MRPL55",9986,5904,4228,12744,NA,15137,9377,14503,8616,8050,9838.33333333333
"9841","MRPL57",7966,NA,7090,NA,NA,10884,8977,17424,3865,2503,8387
"9842","MRPL9",14381,8291,2552,12790,NA,11429,897,7696,5656,4410,7566.88888888889
"9843","MRPS10",245,9576,5158,7956,NA,8672,8005,15981,1849,6943,7153.88888888889
"9844","MRPS11",5755,6456,1220,9357,NA,6579,4063,12411,2214,3481,5726.22222222222
"9845","MRPS12",5107,3072,2257,2424,NA,13629,2523,5642,6095,4063,4979.11111111111
"9846","MRPS14",6974,7405,3527,5894,NA,741,10580,10522,6720,7424,6643
"9847","MRPS15",10984,15268,454,6813,NA,14008,6660,6105,6996,1459,7638.55555555556
"9848","MRPS16",6678,8334,5812,10715,NA,6947,9712,6684,7883,6693,7717.55555555556
"9849","MRPS18A",5296,11529,9174,5449,NA,6815,11500,11433,9763,5597,8506.22222222222
"9850","MRPS18B",4618,5414,1696,9722,NA,11223,10010,10861,7163,3699,7156.22222222222
"9851","MRPS18C",5743,11494,8461,7863,NA,11538,2302,12700,8704,5061,8207.33333333333
"9852","MRPS2",3779,12614,3551,11514,NA,10826,5305,11660,4390,5158,7644.11111111111
"9853","MRPS21",10329,11416,1030,10627,NA,5590,3011,8501,2150,3567,6246.77777777778
"9854","MRPS22",6757,11044,4229,886,NA,3286,5425,10526,4853,8353,6151
"9855","MRPS23",5725,5594,2706,10731,NA,9849,2310,9659,6855,1833,6140.22222222222
"9856","MRPS24",6007,15337,3336,6796,NA,10409,8248,5873,6297,9764,8007.44444444444
"9857","MRPS25",9797,11068,2788,13827,NA,10509,9974,12961,8833,10520,10030.7777777778
"9858","MRPS26",2441,10864,7447,8175,NA,4427,1835,13577,2714,9530,6778.88888888889
"9859","MRPS27",7794,11308,4393,7846,NA,8878,3751,15756,7019,13059,8867.11111111111
"9860","MRPS28",8081,8520,12076,14187,NA,5953,4287,17294,4943,2615,8661.77777777778
"9861","MRPS30",4309,12707,8486,8098,NA,2872,5020,6205,4764,10529,6998.88888888889
"9862","MRPS31",9243,15078,8094,10027,NA,11268,11926,12968,7552,4157,10034.7777777778
"9863","MRPS33",13358,12369,5413,8067,NA,733,12421,16933,9562,8068,9658.22222222222
"9864","MRPS34",11960,9763,6960,3829,NA,10042,8934,11245,6333,6467,8392.55555555555
"9865","MRPS35",15194,7188,3586,6071,NA,8730,4190,8117,3678,6315,7007.66666666667
"9866","MRPS36",3976,9144,5572,9069,NA,6087,5785,9730,6763,5469,6843.88888888889
"9867","MRPS5",1486,10797,3313,4369,NA,7427,2511,10202,7691,3995,5754.55555555556
"9868","MRPS6",9189,5739,7174,8410,NA,81,3861,4902,1528,1145,4669.88888888889
"9869","MRPS7",11093,10891,1870,6526,NA,14157,2311,9162,3755,3743,7056.44444444444
"9870","MRPS9",6698,7319,2365,6749,NA,1436,4515,6281,1228,9017,5067.55555555556
"9871","MRRF",10474,12619,6607,5909,NA,5081,9707,8022,7498,7152,8118.77777777778
"9872","MRS2",10649,9258,5414,9793,NA,9340,6070,16343,169,5490,8058.44444444444
"9873","MRTO4",7194,10430,5289,13413,9060,1564,12608,17420,7450,7958,9238.6
"9874","MRVI1",2894,3386,13092,3835,11829,16058,7161,5738,2841,4903,7173.7
"9875","MS4A1",16641,16940,13392,18058,15574,18102,16111,18405,12266,14088,15957.7
"9876","MS4A10",NA,4064,NA,12563,2821,14789,NA,4921,NA,NA,7831.6
"9877","MS4A12",NA,NA,NA,6709,924,3234,NA,1914,NA,148,2585.8
"9878","MS4A13",NA,570,NA,509,NA,828,NA,11732,NA,NA,3409.75
"9879","MS4A14",12454,12623,7078,14250,14239,16615,12297,17882,6398,12944,12678
"9880","MS4A15",3275,890,NA,1110,NA,1279,NA,6363,NA,NA,2583.4
"9881","MS4A18",NA,NA,NA,NA,NA,1430,NA,8824,NA,NA,5127
"9882","MS4A2",16638,17036,13436,8246,1076,18151,16073,18137,12252,14044,13508.9
"9883","MS4A3",14574,16734,10651,937,811,12833,13987,11155,NA,NA,10210.25
"9884","MS4A4A",16465,16885,12913,17778,15487,17949,15897,18238,12068,13588,15726.8
"9885","MS4A4E",1580,NA,NA,NA,5347,12401,6245,17411,NA,NA,8596.8
"9886","MS4A5",NA,1058,NA,1502,1521,868,NA,150,NA,NA,1019.8
"9887","MS4A6A",16554,17056,13244,17959,15515,17497,16070,18228,12234,14049,15840.6
"9888","MS4A6E",3274,1681,NA,11948,1217,633,988,15131,NA,NA,4981.71428571429
"9889","MS4A7",16507,16800,13019,17790,15526,17918,16000,18309,12224,14013,15810.6
"9890","MS4A8",7096,NA,NA,NA,NA,5591,NA,1253,NA,184,3531
"9891","MSANTD1",1105,2082,NA,2035,6411,10410,1959,2793,NA,NA,3827.85714285714
"9892","MSANTD2",9555,9796,7814,11456,12079,7115,7432,13477,8867,6968,9455.9
"9893","MSANTD3",13162,11345,9799,15569,11056,7692,6810,17750,4669,7629,10548.1
"9894","MSANTD3.TMEFF1",NA,2246,NA,12424,NA,NA,981,5411,NA,NA,5265.5
"9895","MSANTD4",3862,10890,2440,10814,7454,3828,12678,7296,7291,2332,6888.5
"9896","MSC",12720,13323,5974,2931,11057,11583,14067,14792,11904,11669,11002
"9897","MSGN1",NA,NA,NA,9051,NA,2345,NA,NA,NA,NA,5698
"9898","MSH2",3655,9033,1753,4745,10061,14037,5898,4551,1736,4430,5989.9
"9899","MSH3",4324,12906,2618,13843,8120,8107,4182,4084,6985,3264,6843.3
"9900","MSH4",1087,1030,NA,3783,6180,5482,1285,5247,NA,NA,3442
"9901","MSH5",3327,12721,NA,6439,2469,5825,9507,17081,2610,12093,8008
"9902","MSH5.SAPCD1",NA,6291,NA,11361,9035,NA,2218,17185,NA,2217,8051.16666666667
"9903","MSH6",4503,14604,10906,7578,10606,8455,8517,13155,3574,6195,8809.3
"9904","MSI1",2173,4608,NA,2239,2470,7242,1776,5122,NA,NA,3661.42857142857
"9905","MSI2",182,10519,3546,12912,12471,1327,11386,5990,8656,8446,7543.5
"9906","MSL1",11611,10741,7919,8876,4585,11868,4927,7618,6982,6846,8197.3
"9907","MSL2",6463,10415,2613,3697,6886,7760,7524,8065,2801,8755,6497.9
"9908","MSL3",11764,7915,5813,14110,6070,8216,10011,11227,4267,11164,9055.7
"9909","MSLN",15919,9396,NA,12850,3533,8731,3675,2333,NA,615,7131.5
"9910","MSLNL",611,NA,NA,NA,1077,3623,NA,4984,NA,NA,2573.75
"9911","MSMB",2063,NA,NA,10149,2240,11018,NA,NA,NA,NA,6367.5
"9912","MSMO1",1223,4977,2063,11586,3754,7740,5394,7548,2279,4442,5100.6
"9913","MSMP",9842,14417,NA,11204,6142,7169,3334,17953,503,NA,8820.5
"9914","MSN",9187,8527,4439,12079,7593,7553,3012,4947,5081,3154,6557.2
"9915","MSR1",16397,16817,12967,17666,15556,17537,15727,17695,11827,13381,15557
"9916","MSRA",15704,14022,12401,7918,NA,15834,14839,15699,11272,10539,13136.4444444444
"9917","MSRB1",14501,11028,13212,13921,12760,17133,12924,14466,11386,6826,12815.7
"9918","MSRB2",16236,8622,12588,10957,NA,15430,14489,10892,10470,5852,11726.2222222222
"9919","MSRB3",15563,14687,11247,16882,NA,17095,6248,11796,3535,12067,12124.4444444444
"9920","MSS51",5883,12543,8148,7827,1895,2447,6129,8397,2045,4043,5935.7
"9921","MST1",10140,8996,8201,11777,8741,5012,8904,6233,1129,10096,7922.9
"9922","MST1R",8351,5041,3727,2714,4712,7899,5680,10606,NA,12395,6791.66666666667
"9923","MSTN",1653,245,NA,578,250,11912,2828,272,NA,NA,2534
"9924","MSTO1",9137,10927,12083,11018,12683,14327,11232,17214,8517,6799,11393.7
"9925","MSX1",8352,7440,1359,5726,7553,17072,4365,1974,NA,4806,6516.33333333333
"9926","MSX2",5671,4610,10894,1342,1078,15309,12710,NA,NA,3234,6856
"9927","MT.ATP6",NA,NA,NA,NA,NA,NA,NA,8061,NA,NA,8061
"9928","MT.ATP8",NA,NA,NA,NA,NA,NA,NA,6978,NA,NA,6978
"9929","MT.CO1",NA,NA,NA,NA,NA,NA,NA,6758,NA,NA,6758
"9930","MT.CO2",NA,NA,NA,NA,NA,NA,NA,14569,NA,NA,14569
"9931","MT.CO3",NA,NA,NA,NA,NA,NA,NA,15499,NA,NA,15499
"9932","MT.CYB",NA,NA,NA,NA,NA,NA,NA,13008,NA,NA,13008
"9933","MT.ND1",NA,NA,NA,NA,NA,NA,NA,10589,NA,NA,10589
"9934","MT.ND2",NA,NA,NA,NA,NA,NA,NA,12956,NA,NA,12956
"9935","MT.ND3",NA,NA,NA,NA,NA,NA,NA,16927,NA,NA,16927
"9936","MT.ND4",NA,NA,NA,NA,NA,NA,NA,10122,NA,NA,10122
"9937","MT.ND4L",NA,NA,NA,NA,NA,NA,NA,10147,NA,NA,10147
"9938","MT.ND5",NA,NA,NA,NA,NA,NA,NA,7682,NA,NA,7682
"9939","MT.ND6",NA,NA,NA,NA,NA,NA,NA,13743,NA,NA,13743
"9940","MT1A",13530,4404,5026,2451,4419,17308,3345,13046,NA,8488,8001.88888888889
"9941","MT1B",1708,649,NA,4963,3163,11197,433,6654,NA,NA,4109.57142857143
"9942","MT1E",9574,8026,7416,13715,2389,14845,294,3286,758,11479,7178.2
"9943","MT1F",8585,14738,1573,11327,11520,8636,5501,6433,9773,6505,8459.1
"9944","MT1G",16114,7883,11304,17608,14863,16956,14116,10898,7957,11111,12881
"9945","MT1H",15011,2697,NA,16938,13894,13377,10671,2336,4019,1063,8889.55555555555
"9946","MT1HL1",1247,NA,NA,NA,7294,240,313,256,NA,NA,1870
"9947","MT1M",16359,12749,10681,8267,13377,17838,9913,2696,1621,4196,9769.7
"9948","MT1X",13420,11368,7964,11328,11341,16196,9947,13653,3227,10970,10941.4
"9949","MT2A",13906,12901,1379,16451,4469,15956,14949,16805,11484,11250,11955
"9950","MT3",13223,4423,NA,9347,9228,3329,2380,2379,725,NA,5629.25
"9951","MT4",NA,NA,NA,245,NA,970,NA,17468,NA,NA,6227.66666666667
"9952","MTA1",12302,10472,3959,7263,12187,3942,6293,4674,8162,4317,7357.1
"9953","MTA2",7177,14327,5699,8652,3608,10827,6357,11859,1254,2970,7273
"9954","MTA3",6794,16158,7564,13378,9160,12191,6417,9325,6717,10325,9802.9
"9955","MTAP",8319,3732,3256,9603,11003,9274,13679,13774,2741,11283,8666.4
"9956","MTBP",7090,12217,4787,5944,5681,14016,8652,11575,10082,7220,8726.4
"9957","MTCH1",8058,3070,2366,7945,NA,6724,4437,14924,1084,6688,6144
"9958","MTCH2",8447,12767,2212,4279,NA,4208,7792,8075,6697,4014,6499
"9959","MTCL1",13181,NA,11263,NA,NA,15126,5110,8906,373,11276,9319.28571428571
"9960","MTCP1",5229,5382,4149,2433,NA,3287,3561,12085,392,3275,4421.44444444444
"9961","MTDH",10129,7335,2518,6993,13267,5826,13832,15206,9268,6410,9078.4
"9962","MTERF1",7116,NA,5257,NA,NA,2283,8622,12206,5609,3797,6412.85714285714
"9963","MTERF2",7158,NA,7046,NA,NA,9807,12427,9770,7892,7682,8826
"9964","MTERF3",6772,NA,8202,NA,NA,12892,8837,15044,8117,11044,10129.7142857143
"9965","MTERF4",10891,NA,8344,NA,NA,11391,9196,4891,7639,5846,8314
"9966","MTF1",7949,6109,11028,9514,6321,9850,11049,5278,4641,9059,8079.8
"9967","MTF2",934,3201,1813,8594,7961,16797,6423,16195,925,5056,6789.9
"9968","MTFMT",9669,9666,10263,13708,NA,10779,5945,9735,4387,12865,9668.55555555555
