"","gene","rank.x","rank.y","rank.x.1","rank.y.1","rank.x.2","rank.y.2","rank.x.3","rank.y.3","rank.x.4","rank.y.4","rank_avg"
"9969","MTFP1",14112,10531,4952,11349,NA,814,9099,9564,1989,9995,8045
"9970","MTFR1",14053,4058,9266,2539,NA,18133,12835,15376,8840,11985,10787.2222222222
"9971","MTFR1L",11173,9897,7773,368,NA,12718,2675,15026,9285,5018,8214.77777777778
"9972","MTFR2",6707,15514,2853,8617,8428,1902,8007,18255,1316,2612,7421.1
"9973","MTG1",14758,10212,3990,2925,NA,6217,11832,6114,4380,6527,7439.44444444444
"9974","MTG2",8405,NA,4835,NA,NA,13940,7189,14262,7751,6270,8950.28571428571
"9975","MTHFD1",6206,10866,6451,19,NA,11173,145,5166,1932,1274,4803.55555555556
"9976","MTHFD1L",10285,7493,7815,12110,NA,11584,10853,5100,5598,11343,9131.22222222222
"9977","MTHFD2",13550,13465,4994,3883,NA,10012,12455,10853,7441,3465,8902
"9978","MTHFD2L",12854,6501,9075,7882,NA,7900,11331,6520,7921,12875,9206.55555555555
"9979","MTHFR",8860,8860,11432,10239,10809,7302,13528,11521,11305,12051,10590.7
"9980","MTHFSD",6380,15219,4306,4258,3876,5233,10737,3370,854,13365,6759.8
"9981","MTIF2",7550,11191,8841,14116,NA,6744,7651,8121,6109,7838,8684.55555555555
"9982","MTIF3",10122,13122,3111,8343,NA,14410,13447,10452,5671,11203,9986.77777777778
"9983","MTM1",7893,13612,4820,14419,11706,14953,11553,7561,4451,5587,9655.5
"9984","MTMR1",8891,11623,10371,10741,9734,3288,6004,3021,7474,12425,8357.2
"9985","MTMR10",11241,7071,10907,15161,9735,18007,13602,11244,9762,11626,11835.6
"9986","MTMR11",12555,6641,10000,10755,11109,13988,13926,6938,11848,9598,10735.8
"9987","MTMR12",10897,11381,9653,11239,15272,13989,13206,16092,7108,13226,12206.3
"9988","MTMR14",10275,10127,10515,14180,11707,14418,11821,8266,4356,4889,10055.4
"9989","MTMR2",9488,11136,6550,12618,13,11051,5431,11963,2805,9170,8022.5
"9990","MTMR3",5471,13252,12694,13087,8151,14150,12254,4943,2560,2235,8879.7
"9991","MTMR4",7722,14065,3473,7482,5682,12335,11545,13267,5210,12139,9292
"9992","MTMR6",15732,5789,8734,9281,11265,9486,11353,15751,7940,4633,9996.4
"9993","MTMR7",2634,2660,NA,8145,251,6665,373,5409,NA,3580,3714.625
"9994","MTMR8",5131,8607,NA,14978,8681,2448,9017,7559,4560,4592,7285.88888888889
"9995","MTMR9",8429,7429,9325,7662,6887,12423,7277,7359,9553,2962,7930.6
"9996","MTNR1A",NA,2587,NA,9460,NA,10311,NA,NA,NA,1631,5997.25
"9997","MTNR1B",NA,1141,NA,NA,NA,2809,NA,1044,NA,NA,1664.66666666667
"9998","MTO1",7797,11034,3728,7222,NA,3788,6195,6841,5195,8670,6718.88888888889
"9999","MTOR",6895,6856,7965,3145,2181,6816,6542,8197,5488,12232,6631.7
"10000","MTPAP",2333,9501,6042,10301,NA,9082,5310,5162,1152,7589,6274.66666666667
"10001","MTPN",11893,6859,5415,12207,11288,9921,12086,14297,NA,NA,10495.75
"10002","MTR",2343,9887,9201,9690,12345,9995,4089,6473,2394,5084,7150.1
"10003","MTRF1",6328,6762,6361,7809,NA,10510,9032,12774,2806,11600,8220.22222222222
"10004","MTRF1L",6413,15308,6216,16338,NA,8416,12372,9220,4047,8332,9629.11111111111
"10005","MTRNR2L1",10978,16713,11071,12449,NA,13252,1523,3473,12023,12503,10442.7777777778
"10006","MTRNR2L10",3132,16554,12336,13117,NA,16264,NA,921,NA,4595,9559.85714285714
"10007","MTRNR2L11",6490,NA,11083,NA,NA,13518,NA,NA,NA,NA,10363.6666666667
"10008","MTRNR2L12",6299,NA,10551,NA,NA,15639,7254,11286,NA,NA,10205.8
"10009","MTRNR2L13",NA,NA,5027,NA,NA,14394,NA,NA,NA,NA,9710.5
"10010","MTRNR2L3",5890,16237,10567,12624,NA,13294,2632,2636,NA,NA,9125.71428571429
"10011","MTRNR2L4",2080,13817,3281,11725,NA,10476,178,466,NA,2208,5528.875
"10012","MTRNR2L5",NA,13813,11700,12266,NA,10682,NA,NA,NA,NA,12115.25
"10013","MTRNR2L6",2626,16401,9584,13647,NA,13066,NA,1853,NA,12661,9976.85714285714
"10014","MTRNR2L7",NA,10448,9045,11136,NA,8327,NA,3134,NA,NA,8418
"10015","MTRNR2L8",5234,16695,10818,13036,NA,16154,2022,10288,NA,13136,10922.875
"10016","MTRR",5054,16041,2579,7703,3877,3556,8739,6111,4543,13075,7127.8
"10017","MTSS1",15234,14445,12204,13907,14571,15581,15746,17829,11859,13455,14483.1
"10018","MTSS1L",8392,1835,1835,5822,4632,12336,2867,2214,NA,1980,4657
"10019","MTTP",1664,7626,NA,3010,5265,4476,4850,5724,NA,NA,4659.28571428571
"10020","MTURN",7580,NA,11673,NA,NA,6623,11462,3602,7413,3099,7350.28571428571
"10021","MTUS1",16302,16872,11058,17152,14224,17505,13860,8891,8094,13842,13780
"10022","MTUS2",2907,5003,NA,3330,2336,7170,1644,16551,NA,NA,5563
"10023","MTX1",12261,13159,6511,10498,NA,11340,9752,8920,6556,6200,9466.33333333333
"10024","MTX2",7432,13916,3790,10519,NA,6859,2409,15083,5268,4833,7789.88888888889
"10025","MTX3",5846,3512,3443,8039,13957,7508,9501,7633,1840,2704,6398.3
"10026","MUC1",16159,5449,12788,5965,4713,10043,2927,4353,1276,6435,7010.8
"10027","MUC12",6084,1520,3497,11968,14,6580,9602,5039,4617,11531,6045.2
"10028","MUC13",8101,4683,NA,1957,1079,6088,3543,5650,658,2360,3791
"10029","MUC15",2165,1088,NA,3019,925,3487,NA,2058,NA,NA,2123.66666666667
"10030","MUC16",12799,3095,NA,2970,1637,9661,1666,10434,NA,514,5347
"10031","MUC17",NA,NA,NA,1944,2241,4871,NA,757,NA,11471,4256.8
"10032","MUC20",9681,4037,6797,10142,4714,12058,3639,12786,635,4925,6941.4
"10033","MUC21",8640,1070,NA,5053,NA,1975,NA,17683,NA,NA,6884.2
"10034","MUC22",NA,1823,NA,8461,926,96,NA,575,NA,NA,2376.2
"10035","MUC3A",3130,NA,NA,NA,4113,7901,2592,9803,NA,NA,5507.8
"10036","MUC4",14860,3659,NA,3367,1779,8938,1443,8095,NA,989,5391.25
"10037","MUC5AC",3019,NA,NA,NA,704,14256,1481,1545,NA,NA,4201
"10038","MUC5B",6013,NA,NA,2475,NA,4477,2603,3056,739,237,2800
"10039","MUC6",9472,2253,199,2280,1565,7273,762,3588,987,7620,3599.9
"10040","MUC7",NA,5915,NA,3973,2130,779,NA,289,NA,NA,2617.2
"10041","MUCL1",6660,7632,12318,7514,3265,5013,1775,2456,NA,NA,5829.125
"10042","MUL1",205,15892,2367,10478,NA,5827,7699,14212,1530,1693,6655.88888888889
"10043","MUM1",4218,12302,11174,10643,5446,9323,8611,8910,8965,7246,8683.8
"10044","MUM1L1",734,479,NA,484,NA,6277,NA,4701,NA,NA,2535
"10045","MURC",1140,2347,NA,5989,3164,NA,1626,1911,NA,NA,2696.16666666667
"10046","MUS81",12257,8383,1603,6426,5821,1809,5026,10037,8032,11261,7065.5
"10047","MUSK",527,4810,NA,726,927,1857,NA,3958,NA,4325,2447.14285714286
"10048","MUSTN1",NA,3383,NA,14106,NA,6529,2447,7287,NA,12083,7639.16666666667
"10049","MUT",10213,15599,7966,14042,NA,4834,2677,10280,4544,245,7822.22222222222
"10050","MUTYH",10712,11040,5495,15869,NA,8108,8893,13833,7522,10597,10229.8888888889
"10051","MVB12A",10561,5682,3587,11872,5683,12872,4204,3795,4382,9939,7257.7
"10052","MVB12B",13706,13517,8613,12721,11661,14274,13486,16018,9481,10964,12444.1
"10053","MVD",12191,16546,705,15259,8039,13378,5503,13004,3095,10097,9781.7
"10054","MVK",7184,14154,6362,13663,8121,12719,14015,5830,5532,6367,9394.7
"10055","MVP",10567,12305,3635,6016,9685,10411,6373,7237,5665,7350,7924.4
"10056","MX1",2216,17,3944,1701,14348,11117,6900,13099,5687,8100,6712.9
"10057","MX2",8932,9042,12319,12029,13823,16880,11499,10355,11707,12718,11930.4
"10058","MXD1",14715,14774,13380,16138,10209,17919,15670,17032,11830,13563,14523
"10059","MXD3",11597,8893,5496,10079,10607,14311,13063,14429,10650,8468,10759.3
"10060","MXD4",11920,7535,42,14998,5089,16923,7831,3849,3747,2672,7460.6
"10061","MXI1",14111,12287,12041,14854,14702,15207,14477,12018,9980,10247,12992.4
"10062","MXRA5",5340,3851,9154,6159,4420,5592,3559,917,NA,2161,4572.55555555556
"10063","MXRA7",12761,11196,9076,13458,13235,16383,13182,8257,10435,9929,11791.2
"10064","MXRA8",13805,4737,8203,10960,2242,14742,5442,3031,NA,545,7078.55555555556
"10065","MYADM",12312,13903,12957,16968,14418,14694,14885,14940,10587,11414,13707.8
"10066","MYADML2",NA,1144,NA,3245,812,1383,NA,190,NA,NA,1354.8
"10067","MYB",14219,10506,12938,8628,12445,15208,14131,16344,1638,4946,11100.3
"10068","MYBBP1A",10101,10613,9202,2700,8533,13519,12464,6779,3358,12971,9024
"10069","MYBL1",15418,8722,12777,15947,15023,16202,15212,13216,11677,7925,13211.9
"10070","MYBL2",4645,16473,7692,16682,9161,15571,13754,17129,9464,5156,11572.7
"10071","MYBPC1",3942,3624,4788,1176,1638,13770,5603,5201,NA,784,4502.88888888889
"10072","MYBPC2",11515,12050,NA,4658,3636,9963,1059,2776,NA,NA,6522.42857142857
"10073","MYBPC3",2402,8691,NA,4309,4421,15743,1163,9616,NA,2420,6095.625
"10074","MYBPH",2017,706,NA,1841,252,869,NA,17431,NA,NA,3852.66666666667
"10075","MYBPHL",2854,2897,NA,2261,NA,4133,NA,1506,NA,NA,2730.2
"10076","MYC",15623,16689,12128,17329,14380,16367,14951,15568,11177,13268,14748
"10077","MYCBP",4136,9020,11927,6527,4063,4760,6057,9786,5281,3697,6525.4
"10078","MYCBP2",4878,7843,6696,8168,8777,9083,6291,10102,8551,10535,8092.4
"10079","MYCBPAP",6384,5328,5510,11479,2752,10570,7583,6808,2787,7206,6640.7
"10080","MYCL",11409,NA,11952,NA,15181,16003,15208,14761,10134,7956,12825.5
"10081","MYCN",1379,2774,NA,5387,1522,6530,1094,7401,NA,NA,3726.71428571429
"10082","MYCNOS",3565,613,NA,1975,2822,12337,NA,991,NA,NA,3717.16666666667
"10083","MYCT1",16145,16635,2580,17746,1639,17509,12012,6152,NA,13296,11523.7777777778
"10084","MYD88",10752,12661,9528,12363,12901,15728,14065,12651,10237,6764,11765
"10085","MYDGF",15545,NA,8877,NA,NA,13964,15666,17336,11921,13172,13783
"10086","MYEF2",10737,15971,4836,14502,12589,8217,11314,15064,8374,7863,10946.7
"10087","MYEOV",10597,1842,NA,15660,8205,9038,11408,3900,2605,9684,8104.33333333333
"10088","MYF5",NA,1720,NA,628,NA,1976,NA,646,NA,NA,1242.5
"10089","MYF6",2410,672,NA,4237,6912,700,13750,7880,NA,NA,5223
"10090","MYH1",NA,488,NA,488,4227,347,NA,7278,NA,NA,2565.6
"10091","MYH10",13224,13646,7203,16316,5792,15075,13990,12950,4236,9559,11199.1
"10092","MYH11",15970,6731,7893,6696,6267,15315,10249,6413,10152,8863,9454.9
"10093","MYH13",1332,1240,NA,1260,NA,1634,NA,11933,NA,NA,3479.8
"10094","MYH14",11454,1000,7336,5972,3266,9576,2056,4665,910,709,4694.4
"10095","MYH15",3246,2556,NA,4321,5793,8218,2334,16124,476,697,4862.77777777778
"10096","MYH2",NA,NA,NA,602,NA,4258,NA,6183,NA,NA,3681
"10097","MYH3",5462,4399,6217,12292,9906,5712,8227,3497,1978,10410,6810
"10098","MYH4",NA,1582,NA,1520,1218,3488,NA,1815,NA,NA,1924.6
"10099","MYH6",6830,3706,NA,1966,13525,5128,2729,5352,NA,NA,5605.14285714286
"10100","MYH7",3736,950,NA,624,1523,3913,1016,449,NA,NA,1744.42857142857
"10101","MYH7B",3628,4407,NA,1590,2823,11238,8457,15332,1626,3792,5877
"10102","MYH8",NA,NA,NA,949,NA,2928,NA,1727,NA,NA,1868
"10103","MYH9",13794,8169,1796,8111,4369,10368,4912,3373,1682,3203,5977.7
"10104","MYL1",NA,996,NA,999,NA,3489,NA,996,NA,NA,1620
"10105","MYL10",NA,3663,NA,5916,NA,7397,959,759,NA,NA,3738.8
"10106","MYL12A",8238,5248,1952,9738,6960,10235,8328,8124,7950,2131,6890.4
"10107","MYL12B",9101,5247,2258,6004,4253,5420,4826,8642,3241,2398,5139
"10108","MYL2",4257,6979,NA,1829,4114,4691,10805,3832,9792,NA,5787.375
"10109","MYL3",1385,4459,NA,1300,NA,780,1866,729,NA,NA,1753.16666666667
"10110","MYL4",2917,15858,NA,5732,4511,8823,15246,7508,NA,NA,8656.42857142857
"10111","MYL5",12621,12656,10372,11808,9944,6427,7626,13124,7588,6792,9895.8
"10112","MYL6",10754,8671,805,6763,3165,7303,10447,10995,7504,3709,7011.6
"10113","MYL6B",6431,16244,6697,9295,8283,3863,11478,11051,7157,6530,8702.9
"10114","MYL7",NA,725,NA,1990,NA,3330,NA,NA,NA,NA,2015
"10115","MYL9",15745,12379,12191,17182,6795,17083,15461,4533,11756,11900,12502.5
"10116","MYLIP",12259,12701,7932,12630,8837,13067,8682,11756,7022,5295,10018.1
"10117","MYLK",14242,15323,6798,16224,13559,16384,13882,14589,4081,11798,12688
"10118","MYLK2",2811,1087,NA,3678,1640,2210,845,493,NA,NA,1823.42857142857
"10119","MYLK3",2314,3429,NA,9421,928,12362,2618,1655,NA,8843,5196.25
"10120","MYLK4",1271,3918,6281,5532,1524,3490,8354,2306,NA,NA,4084.5
"10121","MYLPF",9777,3807,2854,4072,8505,929,6837,8365,8297,NA,5938.11111111111
"10122","MYNN",10521,12094,6319,11758,4344,5234,7256,12361,1763,10474,8212.4
"10123","MYO10",14984,13306,11814,13549,7002,16870,10125,4832,6372,13108,11196.2
"10124","MYO15A",7941,1958,758,2124,13787,8269,4253,4782,321,1004,4519.7
"10125","MYO15B",13711,13013,11358,16387,12131,15582,15426,14260,4824,13843,13053.5
"10126","MYO16",5886,4670,7484,4308,11058,8004,8111,10103,NA,6186,7312.22222222222
"10127","MYO18A",7242,8413,5843,13811,10086,7359,10499,10761,7545,3087,8464.6
"10128","MYO18B",2820,7296,NA,4942,3937,2929,870,16671,NA,338,4975.375
"10129","MYO19",3092,11055,5006,8514,9686,6860,11543,6435,4508,4856,7155.5
"10130","MYO1A",2798,NA,NA,1903,6598,4792,1506,1270,NA,1064,2847.28571428571
"10131","MYO1B",15404,14492,9369,15099,12146,16693,12217,10464,3540,13018,12244.2
"10132","MYO1C",15342,13713,12034,16561,8893,17077,10091,13071,10177,8751,12571
"10133","MYO1D",10706,12119,11969,15411,14892,18134,14034,17748,5871,12699,13358.3
"10134","MYO1E",12870,8931,12502,15930,14091,10274,5902,13436,5377,10471,10978.4
"10135","MYO1F",14659,14364,12773,16596,12046,15665,11184,12759,10255,10695,13099.6
"10136","MYO1G",8558,12531,6218,11918,6667,12901,5487,4895,8949,217,7834.1
"10137","MYO1H",2069,1366,NA,4003,1896,6278,1177,16693,NA,NA,4783.14285714286
"10138","MYO3A",1581,473,NA,1950,3093,7477,4858,2878,NA,636,2868.25
"10139","MYO3B",8348,1586,NA,7916,929,11966,1599,2297,NA,1326,4495.875
"10140","MYO5A",6625,9749,3314,8868,11289,3102,5762,8119,7762,10035,7462.5
"10141","MYO5B",3627,7625,6432,3556,11830,8219,6768,4133,1475,4501,5816.6
"10142","MYO5C",13308,13533,8345,15722,9352,16456,8843,13298,3652,12059,11456.8
"10143","MYO6",15636,13739,12124,15890,12914,16400,13285,14401,10532,13236,13815.7
"10144","MYO7A",13480,13658,4652,7198,12301,11,6151,9641,5082,10393,8256.7
"10145","MYO7B",13043,7957,NA,15470,10810,7478,8201,12389,11535,10995,10875.3333333333
"10146","MYO9A",13771,11394,2884,11989,11603,14434,13273,8519,6071,6793,10073.1
"10147","MYO9B",8922,5954,10391,8269,8762,13494,10095,13726,6557,13317,9948.7
"10148","MYOC",341,2197,683,1108,4512,870,NA,989,NA,NA,1528.57142857143
"10149","MYOCD",630,1839,NA,2448,1080,8005,434,952,NA,214,1950.25
"10150","MYOD1",857,657,NA,223,432,3719,1349,400,NA,NA,1091
"10151","MYOF",16429,15198,12563,16786,15268,16709,14514,12740,10917,13040,14416.4
"10152","MYOG",NA,1787,NA,9469,NA,1148,NA,NA,NA,NA,4134.66666666667
"10153","MYOM1",8289,6655,3498,4697,11635,13146,8124,8290,1972,5320,7162.6
"10154","MYOM2",13523,11948,13309,14129,15098,14655,14993,17812,12059,12671,14019.7
"10155","MYOM3",2852,5376,NA,5715,3166,11987,NA,2525,NA,3284,4986.42857142857
"10156","MYOT",NA,2904,NA,9242,9494,6909,NA,6361,NA,6396,6884.33333333333
"10157","MYOZ1",3726,560,2855,5509,4044,6428,2361,1799,NA,NA,3410.25
"10158","MYOZ2",1110,2421,NA,5285,5966,1149,1315,16665,NA,NA,4844.42857142857
"10159","MYOZ3",1800,3736,NA,4425,2243,11307,1886,2728,NA,NA,4017.85714285714
"10160","MYPN",1147,1281,NA,2211,4303,5483,NA,3060,NA,456,2563
"10161","MYPOP",4418,1892,11664,3841,9715,11308,5725,11024,3661,NA,7027.55555555556
"10162","MYRF",6425,13880,8664,9597,8206,12469,1912,4841,NA,9061,8339.44444444445
"10163","MYRFL",2902,NA,NA,NA,2337,15637,2609,3831,NA,NA,5463.2
"10164","MYRIP",13362,13670,1297,15508,2244,12192,4846,5251,NA,2542,7879.11111111111
"10165","MYSM1",6692,9616,7565,7330,9789,6745,11686,9866,6166,4859,8031.4
"10166","MYT1",1184,3716,NA,1542,NA,6666,3241,1483,NA,NA,2972
"10167","MYT1L",2019,2666,NA,2513,4304,5656,5326,717,477,3826,3056
"10168","MYZAP",13836,15369,6647,16944,8372,16679,4491,10253,NA,4090,10742.3333333333
"10169","MZB1",16615,17023,9680,17646,15568,3974,16108,18372,12239,14086,14131.1
"10170","MZF1",13066,15089,8251,11748,10430,14328,11029,11808,3667,9207,10862.3
"10171","MZT1",7140,7298,523,110,11757,9714,8755,12634,7761,1958,6765
"10172","MZT2A",5183,4446,1179,12734,10170,2253,10227,13101,3509,3267,6606.9
"10173","MZT2B",9988,9747,2101,16033,5747,5828,12820,15735,9105,6136,9324
"10174","N4BP1",2210,13432,3729,6792,5822,13771,9164,7505,4131,4357,7091.3
"10175","N4BP2",11930,15959,4180,7597,3609,9436,10628,8603,5788,4337,8206.7
"10176","N4BP2L1",12095,14651,9046,8393,10186,14656,13237,10056,6732,1738,10079
"10177","N4BP2L2",8683,7042,1604,7127,9736,10288,11437,6977,5669,7374,7593.7
"10178","N4BP3",13094,5780,8939,10057,12289,15209,13876,8230,6924,2540,9693.8
"10179","N6AMT1",4067,11285,186,16876,11110,11913,8714,2910,7446,12770,8727.7
"10180","NAA10",10494,13942,5062,7826,8715,4963,4439,10087,3822,6607,7595.7
"10181","NAA11",NA,NA,NA,2786,2604,2449,NA,NA,NA,NA,2613
"10182","NAA15",9712,6148,1484,9352,2661,11372,4802,16332,3235,1453,6655.1
"10183","NAA16",4955,16267,1989,17139,8453,9170,10534,8637,6346,4288,8777.8
"10184","NAA20",11716,11420,10735,11010,13489,13923,10982,8418,5496,7504,10469.3
"10185","NAA25",4846,7912,7693,5307,14386,9740,11936,13780,10779,10549,9692.8
"10186","NAA30",4513,6966,2484,10240,7790,2810,8542,11130,1585,4793,6085.3
"10187","NAA35",12089,5486,11984,13268,10187,5593,3660,9834,7529,6437,8606.7
"10188","NAA38",13114,4519,1922,4189,11942,13387,10468,15692,7998,12433,9566.4
"10189","NAA40",9975,9865,3474,12670,7554,5829,12701,9237,1735,2933,7597.3
"10190","NAA50",4830,12839,1373,3708,2874,13423,3745,7307,6505,5497,6210.1
"10191","NAA60",46,3889,2064,13975,2406,7539,9946,6849,6302,1698,5471.4
"10192","NAAA",16222,9774,735,14621,14799,17101,15475,15431,11516,10389,12606.3
"10193","NAALAD2",7588,3908,NA,2027,11662,8906,2476,13134,NA,2532,6529.125
"10194","NAALADL1",7232,16248,792,5201,8373,13495,9086,15487,2919,2753,8158.6
"10195","NAALADL2",4896,4433,8149,6494,2245,14354,7625,5336,NA,10820,7150.22222222222
"10196","NAB1",17,3790,6295,3607,7689,923,96,9725,6001,2249,4039.2
"10197","NAB2",12608,9539,11041,2934,11024,11914,7048,11579,72,9012,8677.1
"10198","NABP1",14260,12985,11953,11356,15338,16559,15153,15368,11200,10917,13508.9
"10199","NABP2",1747,4,8630,7706,8335,4515,1972,13739,3269,1230,5114.7
"10200","NACA",11872,8949,7816,12555,6749,11816,9654,4815,7354,3006,8458.6
"10201","NACA2",13486,1767,11017,5978,9353,15864,13542,2769,10402,NA,9353.11111111111
"10202","NACAD",1908,7797,597,2840,3534,3829,2224,5594,NA,NA,3540.375
"10203","NACC1",7244,2079,524,4539,5016,8756,8148,3030,4872,NA,4912
"10204","NACC2",12680,6507,7337,9539,5836,15326,7392,8515,11394,5278,8980.4
"10205","NADK",13071,14785,12415,16826,6545,16764,11855,16918,10948,10945,13107.2
"10206","NADK2",11890,NA,6470,NA,NA,11517,12486,14293,7774,10879,10758.4285714286
"10207","NADSYN1",7233,15471,11004,6262,6942,7360,6593,3284,3065,7053,7426.7
"10208","NAE1",6039,9108,3528,6090,4897,5484,8704,10384,4581,4748,6356.3
"10209","NAF1",12627,12957,8546,13204,12251,12424,13919,15712,8479,12706,12282.5
"10210","NAGA",12237,15277,12707,16170,14662,16665,14414,15392,10277,8663,13646.4
"10211","NAGK",14309,12833,12088,17123,14197,12338,12354,12872,10801,10305,12922
"10212","NAGLU",11029,7239,8095,15035,14583,15623,13896,11711,8112,10679,11600.2
"10213","NAGPA",9672,14159,7014,15592,13526,12081,9535,10108,8692,9655,11003.4
"10214","NAGS",10227,9989,3200,11285,NA,12122,10714,13483,2770,10433,9358.11111111111
"10215","NAIF1",5851,11766,1880,8736,4808,8170,10543,8894,10099,4267,7501.4
"10216","NAIP",10055,10920,5573,15167,9858,12720,13553,7632,11762,10858,10809.8
"10217","NALCN",3614,2408,NA,1961,4513,9808,2034,8828,NA,3922,4636
"10218","NAMPT",14109,8536,13330,17022,13788,17589,15270,17104,12049,12239,14103.6
"10219","NANOG",NA,4204,NA,11766,253,6279,1920,2565,NA,1027,4002
"10220","NANOGNB",877,1194,NA,8955,3938,8109,NA,639,NA,NA,3952
"10221","NANOGP8",NA,NA,NA,NA,NA,NA,NA,2376,NA,NA,2376
"10222","NANOS1",240,9976,1193,9665,8251,7959,1960,3781,NA,NA,5378.125
"10223","NANOS2",NA,NA,NA,3127,NA,2587,NA,NA,NA,NA,2857
"10224","NANOS3",2925,2382,NA,13809,2048,2160,2108,6656,484,NA,4071.5
"10225","NANP",5762,5427,7485,8627,6546,4313,13946,8333,6775,3877,7109.1
"10226","NANS",15298,13690,12060,16872,14966,11373,15010,15208,11587,11991,13805.5
"10227","NAP1L1",11298,13798,7063,12715,11521,12565,14531,10100,10105,3710,10740.6
"10228","NAP1L2",5814,8487,1067,15301,7455,11198,9511,6620,2481,1293,6922.7
"10229","NAP1L3",12938,13575,5861,6438,8869,5954,5855,6245,2052,6924,7471.1
"10230","NAP1L4",6879,9054,4061,7724,7258,1908,4774,7676,444,2804,5258.2
"10231","NAP1L5",12161,8928,2707,9441,7713,13068,7025,16558,9021,3101,8972.3
"10232","NAP1L6",4355,3928,1974,10124,930,NA,4854,109,NA,NA,3753.42857142857
"10233","NAPA",8016,74,8435,4630,6647,13650,4889,5929,1920,2458,5664.8
"10234","NAPB",4518,16120,6961,15600,8122,13965,8047,15236,9326,6571,10446.6
"10235","NAPEPLD",9067,3648,1850,7254,5557,8824,5939,10084,596,12868,6568.7
"10236","NAPG",15656,11110,3401,12189,6961,11722,5402,13557,5516,8712,9422.6
"10237","NAPRT",6420,NA,9291,NA,NA,9741,12824,12403,10492,12017,10455.4285714286
"10238","NAPSA",15103,10875,8462,12997,931,17414,6864,11104,2646,461,8685.7
"10239","NARF",9601,6347,8975,12012,5606,8757,8610,7165,2576,2248,7189.7
"10240","NARFL",5637,5745,7566,10526,5112,9535,13612,9784,7287,10181,8498.5
"10241","NARS",9866,10969,4440,8036,8928,16952,8944,10595,3806,8224,9076
"10242","NARS2",12021,15629,10274,14477,NA,4818,11347,17021,6579,8251,11157.4444444444
"10243","NASP",8240,9772,4711,2706,7259,9215,6311,10765,2878,5051,6690.8
"10244","NAT1",4689,5120,9716,6162,9737,13689,11533,7760,1487,4002,7389.5
"10245","NAT10",2694,13251,5629,8023,9105,7304,9708,11265,5033,9614,8162.6
"10246","NAT14",7534,928,11305,14319,10833,185,7677,17915,1961,NA,8073
"10247","NAT16",729,2418,NA,2887,3167,8110,361,758,NA,NA,2632.85714285714
"10248","NAT2",493,NA,NA,9211,NA,2346,3766,4913,NA,39,3461.33333333333
"10249","NAT6",10831,13253,10867,10545,6976,8520,6995,10397,4151,11167,9370.2
"10250","NAT8",2861,1747,NA,8251,2001,8111,3322,4566,NA,NA,4408.42857142857
"10251","NAT8L",5568,411,9735,2628,2471,3720,2337,75,NA,NA,3368.125
"10252","NAT9",8534,15495,2789,11807,6363,13424,11794,13145,8142,6353,9784.6
"10253","NATD1",6633,NA,8307,NA,NA,8220,4783,8214,5597,3424,6454
"10254","NAV1",15426,14800,11213,13406,15396,17494,15588,13835,11685,11747,14059
"10255","NAV2",10434,9161,6512,14384,6599,15361,9842,7450,NA,6897,9626.66666666667
"10256","NAV3",7502,3050,759,2802,3535,10312,NA,1154,NA,10260,4921.75
"10257","NBAS",12197,11252,8697,11485,7962,8732,11098,5002,8118,6899,9144.2
"10258","NBEA",10361,5380,10712,10554,12147,14805,10394,14906,3023,12696,10497.8
"10259","NBEAL1",15198,13131,7275,6948,5967,5647,9199,6003,9798,11078,9024.4
"10260","NBEAL2",10347,8676,4498,12383,10946,11118,7250,7325,7161,12102,9180.6
